1	10	10	10	2	1	10	10	10	2	0	0	0	1	10	10	10	5	10	10	10	10	10	10	2
11	0	0	0	11	11	0	0	0	4	10	2	0	11	0	0	0	11	0	0	0	0	0	0	11
11	0	11	0	11	0	0	0	0	0	0	11	0	11	0	11	0	11	0	11	0	1	2	0	11
11	0	8	10	3	0	1	7	2	0	0	11	0	11	0	11	0	11	0	11	0	11	11	0	11
11	0	11	0	0	0	11	0	0	0	0	11	0	11	0	11	0	8	10	3	0	11	11	0	11
11	0	11	0	10	10	7	10	10	2	0	11	0	11	0	11	0	11	0	0	0	11	11	0	11
11	0	11	0	0	0	0	0	0	11	0	11	0	0	0	11	0	11	0	11	0	11	11	0	11
11	0	4	5	10	10	10	2	0	11	0	4	10	10	10	6	0	11	0	11	0	11	11	0	11
11	0	0	11	0	0	0	11	0	11	0	0	0	0	0	11	0	11	0	11	0	11	11	0	11
11	0	10	3	0	11	0	11	0	8	10	5	10	10	0	11	0	11	0	11	0	11	11	0	11
11	0	0	0	0	11	0	11	0	11	0	11	0	0	0	11	0	11	0	11	0	11	11	0	11
8	10	10	2	0	11	0	0	0	11	0	11	0	1	10	3	0	11	0	11	0	11	11	0	11
11	0	0	11	0	8	10	10	10	3	0	0	0	11	0	0	0	0	0	11	0	11	11	0	11
11	0	10	6	0	11	0	0	0	0	0	10	10	7	5	10	10	0	11	11	0	11	11	0	11
11	0	0	11	0	4	10	2	0	11	0	0	0	0	11	0	0	0	11	11	0	11	11	0	11
8	10	0	11	0	0	0	11	0	11	0	1	10	10	3	0	10	10	6	11	0	11	11	0	11
11	0	0	9	10	2	0	11	0	11	0	4	10	5	10	0	0	0	11	11	0	11	11	0	11
8	10	0	0	0	11	0	11	0	0	0	0	0	11	0	0	11	0	11	11	0	11	11	0	11
11	0	0	11	0	11	0	8	10	5	10	2	0	11	0	10	6	0	11	11	0	11	11	0	11
11	0	0	11	0	0	0	11	0	11	0	11	0	11	0	0	11	0	11	11	0	11	11	0	11
8	10	10	3	0	11	0	11	0	11	0	11	0	4	10	10	3	0	11	11	0	11	11	0	11
0	0	0	0	0	11	0	11	0	11	0	0	0	0	0	0	0	0	11	11	0	11	11	0	11
8	10	10	10	10	3	0	11	0	4	10	10	10	10	0	10	10	10	3	11	0	11	11	0	11
11	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	11	0	11	11	0	11
4	10	10	10	10	10	10	7	10	10	10	10	10	10	10	10	10	10	10	7	10	3	4	10	3
0	21
3
1	9
11	14
23	2
1	8
12	14
23	23
Map by:¬ÿ÷ £®Penxil£©
