0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	16	16	16	16	16	16	16	16	16	16	16	16	16	0	0	0	0	0	0
0	0	0	0	0	0	16	0	16	0	0	0	16	16	0	0	0	16	16	0	0	0	0	0	0
0	0	0	0	0	0	16	0	0	0	16	0	16	0	0	16	0	16	16	0	0	0	0	0	0
0	0	0	0	0	0	16	0	16	16	16	16	16	0	16	16	0	0	16	0	0	0	0	0	0
0	0	0	0	0	0	16	0	0	0	0	16	0	0	16	16	16	0	16	0	0	0	0	0	0
0	0	0	0	0	0	16	0	16	16	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0
0	0	0	0	0	0	16	0	16	16	0	16	16	0	16	16	16	0	16	0	0	0	0	0	0
0	0	0	0	0	0	16	0	16	16	0	16	16	0	0	0	0	0	16	0	0	0	0	0	0
0	0	0	0	0	0	16	0	0	0	0	16	16	0	16	0	16	16	16	0	0	0	0	0	0
0	0	0	0	0	0	16	0	16	0	0	0	0	0	0	0	16	0	16	0	0	0	0	0	0
0	0	0	0	0	0	16	16	16	0	0	16	16	0	0	0	0	0	16	0	0	0	0	0	0
0	0	0	0	0	0	16	16	16	16	16	16	16	16	16	16	16	16	16	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	10
5	
9	14
10	14
13	11
13	13
15	14
7	15
10	15
13	16
16	13
17	12
Map by:早现的晚星隐去了（SixA）
