0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	1	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	2	0	0	0	0
0	0	0	0	11	0	0	0	0	0	16	16	0	0	0	0	0	0	0	16	11	0	0	0	0
0	0	0	0	11	0	0	0	16	0	0	16	16	16	16	16	16	0	16	16	11	0	0	0	0
0	0	0	0	11	16	16	0	0	0	0	16	16	0	0	0	16	0	0	16	11	0	0	0	0
0	0	0	0	11	0	0	0	16	0	16	16	0	0	0	0	0	0	0	0	11	0	0	0	0
0	0	0	0	11	16	0	0	16	0	16	0	0	16	16	0	16	16	0	0	11	0	0	0	0
0	0	0	0	11	16	0	0	16	0	16	16	0	16	16	0	16	16	0	16	11	0	0	0	0
0	0	0	0	11	16	0	0	16	0	16	0	0-0	0	0	0	0	0	0	16	11	0	0	0	0
0	0	0	0	11	16	0	0	0	0	16	16	0	16	0	16	16	0	0	16	11	0	0	0	0
0	0	0	0	11	16	0	16	0	0	0	0	0	16	16	16	16	0	0	16	11	0	0	0	0
0	0	0	0	11	16	0	16	16	0	16	16	0	16	0	0	16	0	0	16	11	0	0	0	0
0	0	0	0	11	0	0	16	0	0	0	16	0	0	0	0	16	0	0	0	11	0	0	0	0
0	0	0	0	11	0	16	16	0	0	0	16	16	16	16	0	0	16	0	0	11	0	0	0	0
0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	11	0	0	0	0
0	0	0	0	4	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	3	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
